Smiles,PIC50
Cc1ccc(C2COc3c(ccc(O)c3O)C2)cc1,5.431798276
CC(C)c1oc2ccccc2c(=O)c1O,4
CC(C)Cc1cc(=O)c2cc3c(cc2o1)OCO3,4
CCCCC/C=C\C/C=C\C/C=C\C=C\C(=O)CCCC(=O)O,4.602059991
Cc1ccc(CNC(=O)C(C)Oc2cccc(Cl)c2)cc1,4
Oc1c(Br)cccc1Br,4
Nc1[nH]c(C(=O)c2ccccc2)c(-c2ccccc2Cl)c1C(=O)c1cccc(Cl)c1,4
CC(C)=CCC/C(C)=C/COc1cc2ccccc2oc1=O,4
CC(C)=CCC/C(C)=C/CC/C(C)=C/COc1cc2ccccc2oc1=O,4.301029996
O=C(Nc1ccc(F)cc1Cl)c1n[nH]cc1C(F)(F)F,6.931814138
Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1Cl,6.19314197
Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(Cl)cc3)S2)s1,5.507239611
O=C(CCc1cccc(NC(=O)c2ccccc2O)c1)Nc1ccc(O)c(O)c1,5.777283529
O=c1c(-c2ccc([N+](=O)[O-])c(O)c2)coc2cc(O)c(O)cc12,4
O=c1cc(-c2ccccc2)oc2cc3c(cc12)OCO3,4
CCCCCc1cc(=O)c2ccc(O)cc2o1,4
Oc1cc2c(cc1O)OCC(c1ccc3c(c1)OCO3)C2,6.455931956
CC(C)(C)c1cc(=O)c2cc(O)c(O)cc2o1,4.744727495
O=C1CCN(c2ccccc2)N1,6.37675071
O=C(Nc1ccc(CCc2ccc(O)c(O)c2)cc1)c1ccccc1O,6.522878745
CC(C)=CCC[C@@]1(C)CCC[C@]2(C)[C@@H](Cc3cc(C(=O)O)ccc3O)C(C)=CC[C@@H]12,5.853871964
Nc1cc(C(=O)Nc2ccc(F)cc2Cl)n[nH]1,6.476253533
Cc1cc(C(=O)Nc2ccc(F)cc2Cl)n[nH]1,6.12090412
CC(C)(C)c1cc(=O)c2ccc(O)cc2o1,4
O=c1c(-c2ccc(Cl)cc2)coc2c(O)c(O)ccc12,5.045757491
Oc1ccc(CCCCc2ccc(Cl)c(Cl)c2)cc1O,4.473660723
CNc1oc(C2CCCC2)nc1C#N,4.301029996
CNc1oc(-c2ccc3ccccc3c2)nc1C#N,4.522878745
O=C(Nc1ccc(CCc2ccc(O)c(O)c2)cc1)c1ccc2ccccc2c1O,6.397940009
O=c1c(-c2ccc3c(c2)OCO3)coc2cc(O)c(O)cc12,4
O=C(Nc1ccc(O)c(O)c1)c1ccc(NC(=O)c2ccccc2O)cc1,5.896196279
O=C(Nc1ccc(NC(=O)c2ccccc2O)cc1)Nc1ccc(O)c(O)c1,5.821023053
COc1cccc(CNc2ccc(S(=O)(=O)Nc3cccc(C(C)C)c3)cc2)c1O,4
COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4[nH]3)cc2)c1O,4.15490196
O=C(Nc1ccc(F)cc1Cl)c1n[nH]cc1I,6.735182177
O=C(Nc1ccc(CCCc2ccc(O)c(O)c2)cc1)c1ccccc1O,6.522878745
C#CCNC(=O)c1cc(-c2ccccc2)sc1N,4.730487056
CCCCCc1oc2ccccc2c(=O)c1O,4
Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(N(C)C)cc3)S2)s1,5.507239611
CC(C)=CCC/C(C)=C/CC/C(C)=C/COc1cccc2ccc(=O)oc12,4.806875402
O=C(OCC#CCSc1nnc(-c2ccc3ccccc3c2)o1)c1ccc(F)cc1,8
CC(C)=CCC/C(C)=C/CC/C(C)=C/COc1ccc2oc(=O)ccc2c1,5.886056648
Oc1ccccc1-c1cc[nH]n1,4.301029996
COc1ccc(CCc2ccc(NC(=O)c3ccccc3O)cc2)cc1OC,4.602059991
Cc1ccc(-c2cc(CCC(=O)Oc3ccc(C(C)C)cc3)nn2-c2ccc3ccccc3n2)cc1,5
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1ccc(C(C)(C)C)c(OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO)c1C(C)(C)C,4.920818754
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc(F)c(F)c1,8
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc(C(F)(F)F)cc1,8
COc1ccc(Cc2sc(-c3ccc(Cl)cc3)nc2O)cc1,5
CCc1cc(-c2[nH]ncc2Oc2ccccc2)c(O)cc1O,5.036212173
O=c1c(-c2cccc(Cl)c2)coc2c(O)c(O)ccc12,5.207608311
O=C(Nc1ccc(/N=C(\S)Nc2ccc(O)c(O)c2)cc1)c1ccccc1O,5.709965389
COc1ccc(C2COc3c(ccc(O)c3O)C2)cc1OC,4
CCc1cc(=O)c2cc(O)ccc2o1,4
O=c1c(-c2cccc(C(F)(F)F)c2)coc2c(O)c(O)ccc12,5.080921908
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=C/C(=O)NCCc1ccccc1OC,6.568636236
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=C/C(=O)NCc1ccc(OC)cc1,6.124938737
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=C/C(=O)NCc1ccccc1,5.614393726
CCOC(=O)c1c2cccccc-2c2c(OCC)oc(=O)c(C#N)c12,4.616184634
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.657577319
Cc1cccc(C2COc3cc(O)c(O)cc3C2)c1,6.677780705
CNc1oc(-c2cccc3cnccc23)nc1C#N,4.522878745
Cc1cccc(C2COc3cc(O)c(O)cc3C2=O)c1,6.677780705
CNc1oc(-c2ccc3c(c2)OCO3)nc1C#N,5.119186408
Cc1ccc(-c2cc(CCC(=O)N3CCN(Cc4ccc(C(C)(C)C)cc4)CC3)nn2-c2ccccc2)cc1,5
Cc1ccc(-c2cc(CCC(=O)Oc3ccc(C(C)C)cc3)nn2-c2ccccc2)cc1,5
C=CCCCCCCCc1cc(C(=O)NCCCC)c(N)s1,4.818156412
CCCCCc1cc(C(=O)NCCCC)c(N)s1,4.301029996
CCCCCCCC(=O)Nc1sc(-c2ccccc2)cc1C(=O)NCCCC,4.549750892
CCCCn1c(=O)[nH]c2sc(-c3ccccc3)cc2c1=O,4.301029996
O=C(Nc1ccc(F)cc1Cl)c1n[nH]c(C(F)(F)F)c1C(F)(F)F,6.554395797
O=C(Nc1ccc(F)cc1Cl)c1cn[nH]n1,6.243363892
O=C(Nc1cnc2ccccc2c1)c1cn[nH]n1,5.853871964
O=C(Nc1cnc2ccccc2c1)c1cn[nH]n1,5.991399828
CC(C)=CCC/C(C)=C/CC/C(C)=C/COc1ccccc1,4.301029996
Cc1cc(Cl)ccc1OCC(=O)Nc1cc(C(C)C)ccc1O,3.698970004
CC1(C)CCC[C@@]2(C)C3=C(CC[C@H]12)C/C(=C\Cc1cc(C(=O)O)ccc1O)CC3,4.838631998
CNc1oc(-c2cccc(Cl)c2)nc1C#N,5.200659451
O=C1c2cc(O)c(O)cc2OCC1c1ccc(O)cc1,4
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1ccc(C(C)(C)C)c(OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)c1C(C)(C)C,5
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(=O)Cc1ccc(C)cc1,5.681936665
CCCc1cc(Cl)c2oc(Cc3ccc(OC)cc3)c(C)c2c1O,4.397940009
CC1(C)CCC[C@]2(C)[C@H]3C=C4C=C(O)C(=O)C=C4O[C@@]3(C)CC[C@@H]12,5.22184875
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc2ccccc2c1,6.853871964
O=C(Nc1ccc(Cl)cc1Cl)c1cn[nH]n1,7.251811973
CCCCCCNC(=O)n1nc(C(=O)Nc2ccc(F)cc2Cl)cc1C,6.403402904
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(=O)CCc1ccccc1,6.251811973
CCCCCNC(=O)n1ccc(C(=O)Nc2ccc(F)cc2Cl)n1,6.389339837
CCCCCCNC(=O)n1cc(C)c(C(=O)Nc2cccc3c2OC(F)(F)O3)n1,6.653647026
CCCCCCNC(=O)n1nc(C(=O)Nc2ccc(F)cc2Cl)cc1C,7.070581074
CNc1nnc(-c2cccc3ccccc23)s1,4.397940009
O=C(Nc1cnc2ccccc2c1)c1cc[nH]n1,7.036212173
O=C(Nc1ccc(F)cc1Cl)c1n[nH]c(C(F)(F)F)c1Cl,7.431798276
Oc1c(Br)cc(Br)cc1Oc1c(Br)cc(Br)c(Br)c1O,5.602059991
CCCCCNc1oc(-c2cccc3ccccc23)nc1C#N,6.522878745
O=C(Nc1ccc(F)cc1Cl)c1n[nH]c(Cl)c1Cl,7.853871964
CNc1ncc(-c2cccc3ccccc23)o1,4.397940009
CNc1oc(-c2ccc(Cl)c(Cl)c2)nc1C#N,4.301029996
O=C(Nc1cc2ccccc2cn1)c1cc[nH]n1,6.391473966
O=C(Nc1ccc(C(F)(F)F)cc1)c1cc[nH]n1,6.284832642
O=C(Nc1ccc(F)cc1C(F)(F)F)c1cc[nH]n1,7.026872146
O=C(Nc1ccccn1)c1cc[nH]n1,5.467245621
O=C(Nc1ccc(F)cc1Cl)c1cc([N+](=O)[O-])[nH]n1,5.482804102
c1ccc2oc(-c3cc[nH]n3)nc2c1,6.195179321
Clc1ccc2oc(-c3cc[nH]n3)nc2c1,6.353596274
CNc1oc(-c2ccc(-c3ccccc3)cc2)nc1C#N,4.397940009
N#Cc1nc(-c2cccc3ccccc23)oc1NC1CNC1,4.397940009
CNc1oc(-c2ccccc2-c2ccccc2)nc1C#N,4.638272164
N#Cc1nc(-c2cccc3ccccc23)oc1NCc1ccccc1,4.522878745
COc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(O)c(O)c2)cc1OC,6.236572006
CC(C)(C)c1cc(=O)c2cc3c(cc2o1)OCO3,4
CC(C)Cc1cc(=O)c2cc(O)ccc2o1,4
Cc1cccc(-c2coc3c(O)c(O)ccc3c2=O)c1,4.958607315
Cc1ccc(-c2coc3c(O)c(O)ccc3c2=O)cc1,5.107905397
CCCCNC(=O)c1cc(-c2ccc(Cl)cc2)sc1N,4.301029996
Oc1c(Br)cc(Br)cc1Oc1c(Br)cc(Br)c(Br)c1O,5.657577319
COc1ccccc1N1CCN(C(=O)CCCCC(=O)N2CCN(c3ccccc3OC)CC2)CC1,4
Cc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccs2)c1,4.301029996
COc1ccc(CCCCc2ccc(O)c(O)c2)cc1,4.823908741
Oc1ccc(CCCCc2ccc(O)c(O)c2)cc1,5.026872146
CC(C)(C)c1cc(=O)c2cc(O)ccc2o1,4
COc1cc2c(cc1O)O[C@@]1(C)CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1[C@@H]2OC,5.142667504
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.853871964
Oc1ccc(C2COc3cc(O)c(O)cc3C2)cc1,6.292429824
CCCCCc1cc(=O)c2cc(O)ccc2o1,4.420216403
CCCCNC(=O)c1cc(CC)sc1N,4.301029996
CCCCNC(=O)c1cc2ccc(Cl)cc2[nH]1,4.885389016
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(=O)NC[C@H](C)CCCC(C)C,5.542118103
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=C/C(=O)NCc1ccc(Cl)cc1Cl,5.530177984
COc1ccc(-c2c(C(=O)c3ccccc3)[nH]c(N)c2C(=O)c2cccc(Cl)c2)c(OC)c1,4.235077015
COc1cc(CCc2ccc(NC(=O)c3ccc(C)cc3O)cc2)ccc1O,4.602059991
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=C/C(=O)NCCc1ccccc1,4.698970004
CC(C)=CCC/C(C)=C/COc1cccc2oc(=O)ccc12,4.89279003
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccsc1,8
CCOC(=O)c1cc2ccc(Cl)cc2[nH]1,5.522878745
COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,5.920818754
Oc1ccccc1Br,4
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc2ccccc2c1,7.301029996
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,6.958607315
Oc1ccc(-c2cccc3c2Sc2ccccc2S3)c(O)c1,5
CCCCCCC1=CC(=O)C(O)=CC1=O,5
O=C(Nc1ccc(F)cc1Cl)c1cc(Cl)[nH]n1,7.148741651
Oc1ccccc1-c1cc(-c2ccco2)[nH]n1,5.15490196
COc1ccc(O)c(-c2cc(-c3ccc(F)cc3)[nH]n2)c1,4.958607315
CC(C)=CCC/C(C)=C/CC/C(C)=C/COc1ccc2ccc(=O)oc2c1,4.777283529
CC(c1cc2ccccc2s1)N(O)C(N)=O,4.806875402
c1ccc2c(c1)SCc1c-2[nH]c2ccccc12,6.091514981
CNc1oc(-c2cccc3ccccc23)nc1C#N,6.698970004
Nc1[nH]c(C(=O)c2ccccc2)cc1C(=O)c1cccc(Cl)c1,4.378823718
Nc1[nH]c(C(=O)c2ccccc2)c(-c2ccc(-c3ccccc3)cc2)c1C(=O)c1cccc(Cl)c1,4
Nc1[nH]c(C(=O)c2ccccc2)c(-c2ccc(F)cc2F)c1C(=O)c1cccc(Cl)c1,4.355561411
Nc1[nH]c(C(=O)c2ccccc2)c(-c2ccc3c(c2)OCO3)c1C(=O)c1cccc(Cl)c1,4
Nc1[nH]c(C(=O)c2ccccc2)c(-c2ccc(Cl)cc2Cl)c1C(=O)c1ccc(Cl)c(Cl)c1,4.89279003
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc2ccccc2c1,7.397940009
O=c1c(O)c(-c2ccccc2)oc2ccc(O)cc12,4
CCCCNC(=O)c1c(N)sc(-c2ccccc2)c1CCCC,4.301029996
O=C1CCN(c2ccccc2)N1,6.37675071
O=c1c(-c2ccc(O)cc2)coc2cc(O)c(O)cc12,4.30980392
Oc1cc(Br)c(Br)c2c1Oc1cc(Br)cc(Br)c1O2,6.045757491
Cc1ccc(O)c(-c2cc(-c3cccc(Br)c3)[nH]n2)c1,5.040958608
Cc1ccc(O)c(-c2cc(-c3ccccc3C)[nH]n2)c1,5.468521083
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,6.958607315
CCCNC(=O)c1[nH]c2cc(Cl)ccc2c1CN(C)C,4.698970004
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=C/C(=O)NCCc1ccc(Cl)cc1Cl,6.721246399
CCCNC(=O)c1c(C(=O)OCC)[nH]c2cc(Cl)ccc12,4.698970004
CC(C)=CCC[C@@]1(C)CCC[C@]2(C)[C@@H](Cc3cc(C(=O)O)ccc3O)C(C)=CC[C@@H]12,5.327902142
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc2ccccc2c1,7.301029996
O=C(Nc1ccc(F)cc1Cl)c1cc(C(F)(F)F)[nH]n1,6.950781977
O=C(Nc1ccc(F)cc1Cl)c1n[nH]cc1[N+](=O)[O-],5.229147988
CC(C)(C)c1cc(C(=O)Nc2ccc(F)cc2Cl)n[nH]1,7.37675071
O=C(Nc1ccccc1)c1cn[nH]n1,7.013228266
O=C(Nc1ccc(F)cc1)c1cn[nH]n1,6.023650021
O=C(Nc1ccc(F)cc1)c1cn[nH]n1,5.615109203
O=C(Nc1ccccc1Cl)c1cn[nH]n1,5.156393528
O=C(Nc1ccc(F)cc1Cl)c1cn[nH]n1,7.167491087
CC(C)/C=C/c1c(O)cc(-c2cc3ccc(O)cc3o2)cc1O,6.075720714
Oc1ccc(Cc2ccc3ccccc3c2)c(O)c1,5
O=C(Nc1ccc(F)cc1Cl)c1ccn(S(=O)(=O)c2cccc(C(F)(F)F)c2)n1,5.973875483
Oc1ccccc1-c1cc(-c2ccccc2Cl)[nH]n1,5.397940009
Cc1ccc(O)c(-c2cc(-c3cccc(F)c3)[nH]n2)c1,5
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,5.397940009
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=N/NC(=O)Cc1ccccc1,5
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=N/NC(=O)CSc1nc2ccccc2[nH]1,6.853871964
N#Cc1nc(-c2cccc3ccccc23)oc1N,4.602059991
CCCCCCc1ccc(O)cc1O,5
CCCNC(=O)c1cc2ccc(Cl)cc2[nH]1,5.388276692
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=C/C(=O)NCc1ccccc1OC,6.721246399
CCCCCCCCCC(=O)c1c(C(=O)OCC)[nH]c2cc(Cl)ccc12,6.698970004
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(=O)Cc1ccccc1,6.22184875
O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,5.040958608
O=C(Nc1ncc(Cl)s1)c1cc[nH]n1,6.886056648
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc[nH]n1,5.879426069
O=C(Nc1ccc(C(F)(F)F)cc1)c1cc[nH]n1,6.348721986
O=C(Nc1ccc(F)cc1Cl)c1cc(C(F)(F)F)[nH]n1,6
O=C(Nc1ccc(F)cc1Cl)c1n[nH]c(C(F)F)c1Cl,7.408935393
O=C(Nc1ccc(F)cc1Cl)c1n[nH]cc1[N+](=O)[O-],6.210419288
O=C(Nc1cc(Cl)ccc1Cl)c1cn[nH]n1,7.102372909
O=C(Nc1ccc(F)cn1)c1cn[nH]n1,5.401756808
O=C(Nc1cnc2cc(F)ccc2c1)c1cn[nH]n1,6.22475374
Clc1ccc2nc(-c3cc(Cl)[nH]n3)oc2c1,6.882728704
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(=O)CC,5.749579998
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(=O)C[C@@H](C)CCCC(C)C,7.045757491
CCOC(=O)c1cc2ccc(Cl)cc2[nH]1,5.698970004
Oc1cc(Br)cc(Br)c1Oc1ccc(Br)cc1Br,4.823908741
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=N/NC(=O)CCC(C)C,5
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=N/NC(=O)COc1cccc2ccccc12,5
c1ccn2cccc2c1,4.602059991
CC(C)=CCC/C(C)=C/CC/C(C)=C/COc1cc(=O)oc2ccccc12,4.540607512
CC(C)=CCC/C(C)=C/CC/C(C)=C/COc1cccc2oc(=O)ccc12,5.443697499
CNc1oc(-c2cccc3ccccc23)nc1C#N,6.585026652
CCOC(=O)c1ccccc1NC(=O)CCCc1ccccc1,4.301029996
O=c1c(O)c(-c2ccccc2)oc2ccccc12,4.13667714
CC(=O)NC(c1cccs1)c1cc(Br)c2cccnc2c1O,4
CN1C(N)=N[C@]23CCCN2C(=O)c2cc(Br)c(Br)n2[C@H]13,4.318758763
CCNC(=O)c1cc2ccc(Cl)cc2[nH]1,5.162411562
CC(C)=CCC[C@@]1(C)CCC[C@]2(C)[C@H](Cc3cc(C(=O)O)ccc3O)C(C)=CC[C@@H]12,4.795880017
O=C(Nc1ccccc1Cl)c1cc[nH]n1,6.209011525
CNc1oc(-c2cccc3ccccc23)nc1C#N,6.920818754
FC(F)(F)c1ccc(CSc2nccn2-c2ccccc2)cc1,4.301029996
C[C@@]12CCC(=O)c3coc(c31)C(=O)c1cc3c(O)ccc(OS(=O)(=O)[O-])c3cc12.[Na+],3.698970004
COc1ccc2nc(NS(=O)(=O)c3ccc(NCc4cccc(OC)c4O)cc3)sc2c1,5.292429824
Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(O)cc3)S2)s1,5.507239611
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,6.958607315
C=CCNc1oc(-c2cccc3ccccc23)nc1C#N,5.522878745
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(C(=O)O)[C@@H]5CC[C@]43C)[C@@H]2C1,6
CCC(=O)NC(c1ccco1)c1cc(Cl)c2cccnc2c1O,4.301029996
CC(=O)NC(c1cccs1)c1cc(Cl)c2cccnc2c1O,4.602059991
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1cc2ccccc2s1,8
CCCCCNC(=O)c1cc2ccc(Cl)cc2[nH]1,4.960982678
CCCNC(=O)c1[nH]c2cc(Cl)ccc2c1/C=C/C(=O)NCc1ccccc1OC,4.698970004
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=N/NC(=O)CCc1ccccc1,5
COc1ccc(-c2cc(-c3cc(OC)ccc3O)[nH]n2)cc1,5.22184875
c1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1,4.301029996
Cc1ccccc1-c1cc(-c2ccccc2O)[nH]n1,5.15490196
Cc1ccc(O)c(-c2cc(C(=O)NCc3ccccc3)[nH]n2)c1,4.301029996
COc1ccc(O)c(-c2cc(-c3cccc(Br)c3)[nH]n2)c1,5.15490196
Oc1ccc(Br)cc1-c1cc(-c2ccccc2)[nH]n1,4.301029996
Cc1ccc(-c2cc(-c3ccccc3Cl)[nH]n2)c(O)c1,4.769551079
Oc1c(Cl)cc(Cl)c2cccnc12,5.619788758
CCC(=O)NC(c1cccs1)c1cc(Cl)c2cccnc2c1O,4.301029996
CCCNc1oc(-c2cccc3ccccc23)nc1C#N,7
CNc1oc(-c2ccc(Cl)cc2)nc1C#N,4.602059991
CNc1oc(-c2cccc3ccccc23)nc1C#N,4.301029996
Oc1cc(Br)c(Br)c(Br)c1Oc1ccc(Br)cc1Br,5.13076828
O=C1CS/C(=N/c2nnc(-c3ccccc3O)s2)N1,5.595166283
Cc1nnc(/N=C2\NC(=O)/C(=C/c3cccnc3)S2)s1,5.473660723
O=c1cc(-c2ccccc2)oc2cc(O)ccc12,4
CCCCCCCCOC(=O)NS(=O)(=O)Nc1cc(-c2cc3ccccc3[nH]2)ccc1OC,6.187086643
CCNc1oc(-c2cccc3ccccc23)nc1C#N,6.920818754
COc1ccc(-c2coc3cc(O)c(O)cc3c2=O)cc1,4
O=c1c(O)c(-c2ccccc2)oc2cccc(O)c12,5.48148606
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,5.853871964
CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C[C@@H](OS(=O)(=O)[O-])[C@H](C)CCC/C(C)=C/Cc1cc(O)ccc1O.[Na+],6.045757491
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,6.602059991
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,5.420216403
COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O,5.013228266
CNc1oc(-c2cccc3ccccc23)nc1C#N,6.698970004
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,5.958607315
O=C(Nc1ccccc1)c1cc[nH]n1,7.327902142
Cc1nnc(/N=C2\NC(=O)CS2)s1,5.595166283
O=C(NC1CC1)c1cc2ccc(Cl)cc2[nH]1,4.698970004
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=N/NC(=O)Cc1cccc(O)c1,5.744727495
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=N/NC(=O)Cc1cccnc1,6.107905397
CCOC(=O)c1[nH]c2cc(Cl)ccc2c1/C=N/NC(=O)CCCOc1ccc(Cl)cc1Cl,5
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.301029996
COc1cc(-c2nnc(/N=C3\NC(=O)CS3)s2)cc(OC)c1OC,5.595166283
COc1ccc(Cl)cc1NC(=O)c1oc2ccccc2c1C,4
COc1ccccc1C(=O)Nc1cccc(NC(=O)c2cccs2)c1,4.301029996
Nc1sc2c(c1C(=O)Nc1cccc(Cl)c1)CCCC2,4.725842151
Oc1ccc(Br)cc1,4.259637311
O=C1C=C(O)C(=O)C(CC2CCC3CCCCC3C2)=C1O,5
O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,4
O=c1cc(-c2ccccc2)oc2ccc(O)cc12,4
O=C(Cc1ccc2ccccc2c1)c1ccc(O)cc1O,5
COc1cccc(CNc2ccc(S(=O)(=O)Nc3nccs3)cc2)c1O,4.301029996
Cc1ccc(-c2nnc(/N=C3\NC(=O)CS3)s2)cc1,5.595166283
O=C1CS/C(=N/c2nnc(-c3ccc(Br)cc3)s2)N1,5.595166283
COc1ccc(/C=C2\S/C(=N/c3nnc(C)s3)NC2=O)cc1,5.507239611
Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(F)cc3)S2)s1,5.507239611
Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccsc3)S2)s1,5.473660723
O=C(NCc1ccccc1)c1cccc(COc2ccc3c(c2)CCC3)c1,4
O=C(NCCc1ccccc1)c1cccc(C(=O)NCCc2ccccc2)n1,4
O=c1c(/C=N/Nc2ccc(C(F)(F)F)cc2)coc2c1ccc1oc(-c3ccc(Cl)cc3)cc12,4.826813732
CC(C)=CCC/C(C)=C/COc1ccc2ccc(=O)oc2c1,4.621602099
CC(C)=CCC/C(C)=C/COc1ccc2oc(=O)ccc2c1,5.167491087
COc1ccc(C2COc3cc(O)c(O)cc3C2)cc1,6.823908741
NC1=NN(c2cccc(C(F)(F)F)c2)CC1,3.671620397
Oc1c(Br)cc(Br)c(Br)c1Oc1ccc(Br)cc1Br,5.301029996
COc1cc(/C=C/c2cc(/C=C/c3cc(CC=C(C)C)c(O)c(OC)c3)[nH]n2)cc(CC=C(C)C)c1O,7.886056648
O=C(Nc1ccccc1Cl)c1cc[nH]n1,6.190440285
O=C1CS/C(=N/c2nnc(-c3ccc(O)cc3)s2)N1,5.595166283
CCCCNC(=O)c1cc(-c2ccccc2)sc1N,4.906578315
Oc1c(Br)c(Br)c(Br)c(Br)c1Oc1ccc(Br)cc1Br,6.15490196
Oc1ccc(CCCCc2ccc(O)c(O)c2)cc1O,5.408935393
O=C1CS/C(=N/c2nnc(-c3ccccc3)s2)N1,5.595166283
Cc1ccc(/C=C2\S/C(=N/c3nnc(C)s3)NC2=O)cc1,5.507239611
Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(C(C)C)cc3)S2)s1,5.507239611
CNc1oc(-c2cccc3ccccc23)nc1C#N,6.408935393
CNc1oc(-c2cccc3ccccc23)nc1C#N,6.060480747
CNc1oc(-c2cccc3ccccc23)nc1C#N,6.744727495
CNc1oc(-c2cccc3ccccc23)nc1C#N,5.387216143
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc2ccccc2c1,7.22184875
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccc2ccccc2c1,7.107905397
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccccc1,8
O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1cccs1,7.721246399
CCCCNC(=O)c1cc(-c2ccccc2)sc1NC(C)=O,4.70333481
Nc1[nH]c(C(=O)c2ccccc2)c(-c2c(F)cccc2F)c1C(=O)c1ccc(Cl)c(Cl)c1,4
COc1ccc(-c2cc(-c3ccc(C)cc3)[nH]n2)c(O)c1,4.301029996
Cc1ccc(-c2cc(-c3ccc(C)cc3O)[nH]n2)cc1,4.301029996
Oc1ccccc1-c1cc(-c2ccccc2)[nH]n1,4.698970004
COc1ccc(O)c(-c2cc(-c3ccccc3Cl)[nH]n2)c1,5.180456064
